,Announced,Financial Year,Subject,EX Date,Payment Date,Amount,Indicator,Unnamed: 7,Stock Code,Year,Status
0,20 Apr 2022,2021-12-31,Interim Dividend,10 May 2022,27 May 2022,0.026,Currency,View,5250,2021,Y
1,15 Apr 2021,2020-12-31,Interim Dividend,05 May 2021,21 May 2021,0.016,Currency,View,5250,2020,Y
2,22 Apr 2020,2019-12-31,Interim Dividend,12 May 2020,28 May 2020,0.023,Currency,View,5250,2019,Y
3,29 Apr 2019,2018-12-31,Interim Dividend,09 May 2019,23 May 2019,0.024,Currency,View,5250,2018,Y
4,01 Dec 2022,2022-12-31,Income Distribution,23 Dec 2022,12 Jan 2023,0.0385,Currency,View,0800EA,2022,Y
5,26 May 2021,2020-12-31,Income Distribution,24 Jun 2021,15 Jul 2021,0.037,Currency,View,0800EA,2020,Y
6,30 Nov 2020,2020-12-31,Income Distribution,28 Dec 2020,14 Jan 2021,0.0241,Currency,View,0800EA,2020,Y
7,03 Dec 2019,2019-12-31,Income Distribution,24 Dec 2019,16 Jan 2020,0.0159,Currency,View,0800EA,2019,Y
8,07 Dec 2018,2018-12-31,Income Distribution,27 Dec 2018,18 Jan 2019,0.0465,Currency,View,0800EA,2018,Y
9,29 Nov 2022,2022-12-31,Third Interim Dividend,13 Dec 2022,30 Dec 2022,0.01,Currency,View,7167,2022,Y
10,30 Aug 2022,2022-12-31,Second Interim Dividend,13 Sep 2022,28 Sep 2022,0.015,Currency,View,7167,2022,Y
11,01 Jun 2022,2022-12-31,First Interim Dividend,17 Jun 2022,30 Jun 2022,0.005,Currency,View,7167,2022,Y
12,02 Mar 2022,2021-12-31,Fourth Interim Dividend,17 Mar 2022,30 Mar 2022,0.015,Currency,View,7167,2021,Y
13,02 Dec 2021,2021-12-31,Third Interim Dividend,17 Dec 2021,31 Dec 2021,0.01,Currency,View,7167,2021,Y
14,26 Aug 2021,2021-12-31,Second Interim Dividend,13 Sep 2021,30 Sep 2021,0.015,Currency,View,7167,2021,Y
15,03 Jun 2021,2021-12-31,First Interim Dividend,21 Jun 2021,16 Jul 2021,0.01,Currency,View,7167,2021,Y
16,24 Mar 2021,2020-12-31,Fourth Interim Dividend,08 Apr 2021,30 Apr 2021,0.01,Currency,View,7167,2020,Y
17,25 Nov 2020,2020-12-31,Third Interim Dividend,10 Dec 2020,04 Jan 2021,0.02,Currency,View,7167,2020,Y
18,27 Aug 2020,2020-12-31,Second Interim Dividend,11 Sep 2020,28 Sep 2020,0.017,Currency,View,7167,2020,Y
19,19 Jun 2020,2020-12-31,First Interim Dividend,03 Jul 2020,29 Jul 2020,0.007,Currency,View,7167,2020,Y
20,27 Feb 2020,2019-12-31,Fourth Interim Dividend,12 Mar 2020,31 Mar 2020,0.014,Currency,View,7167,2019,Y
21,02 Dec 2019,2019-12-31,Interim Dividend,16 Dec 2019,30 Dec 2019,0.02,Currency,View,7167,2019,Y
22,04 Sep 2019,2019-12-31,Interim Dividend,24 Sep 2019,14 Oct 2019,0.015,Currency,View,7167,2019,Y
23,03 Jun 2019,2019-12-31,Interim Dividend,20 Jun 2019,03 Jul 2019,0.015,Currency,View,7167,2019,Y
24,28 Feb 2019,2018-12-31,Interim Dividend,13 Mar 2019,29 Mar 2019,0.02,Currency,View,7167,2018,Y
25,03 Dec 2018,2018-12-31,Interim Dividend,13 Dec 2018,26 Dec 2018,0.015,Currency,View,7167,2018,Y
26,30 Aug 2018,2018-12-31,Interim Dividend,14 Sep 2018,28 Sep 2018,0.005,Currency,View,7167,2018,Y
27,28 May 2018,2018-12-31,Interim Dividend,11 Jun 2018,26 Jun 2018,0.01,Currency,View,7167,2018,Y
28,20 Apr 2021,2021-12-31,Interim Dividend,27 Apr 2021,27 May 2021,0.0099,Currency,View,03028,2021,Y
29,22 Oct 2020,2021-02-28,Interim Dividend,13 Nov 2020,30 Nov 2020,0.003,Currency,View,0218,2021,Y
30,28 Apr 2022,2021-12-31,First and Final Dividend,27 Jul 2022,18 Aug 2022,0.0015,Currency,View,1481,2021,Y
31,28 Apr 2021,2020-12-31,Final Dividend,27 Jul 2021,18 Aug 2021,0.0015,Currency,View,1481,2020,Y
32,22 Jun 2020,2019-12-31,Final Dividend,27 Jul 2020,18 Aug 2020,0.0035,Currency,View,1481,2019,Y
33,29 Apr 2019,2018-12-31,Final Dividend,25 Jul 2019,15 Aug 2019,0.0025,Currency,View,1481,2018,Y
34,26 Nov 2020,2020-12-31,First Interim Dividend,15 Dec 2020,30 Dec 2020,0.01,Currency,View,5281,2020,Y
35,21 Nov 2019,2019-12-31,First Interim Dividend,05 Dec 2019,30 Dec 2019,0.006,Currency,View,5281,2019,Y
36,22 Nov 2018,2018-12-31,First Interim Dividend,06 Dec 2018,03 Jan 2019,0.01,Currency,View,5281,2018,Y
37,29 Apr 2019,2018-12-31,Final Dividend,27 Jun 2019,25 Jul 2019,0.02,Currency,View,9148,2018,Y
38,28 Nov 2018,2018-12-31,Interim Dividend,27 Dec 2018,23 Jan 2019,0.04,Currency,View,9148,2018,Y
39,30 Dec 2019,2019-12-31,Special Dividend,14 Jan 2020,22 Jan 2020,0.07,Currency,View,7191,2019,Y
40,23 Nov 2018,2018-09-30,First Interim Dividend,04 Dec 2018,27 Dec 2018,0.002,Currency,View,0181,2018,Y
41,26 Apr 2022,2021-12-31,Final Dividend,30 May 2022,20 Jun 2022,0.03,Currency,View,6599,2021,Y
42,24 May 2021,2020-12-31,Final Dividend,14 Jul 2021,29 Jul 2021,0.015,Currency,View,6599,2020,Y
43,21 May 2020,2019-12-31,Final Dividend,15 Jul 2020,30 Jul 2020,0.04,Currency,View,6599,2019,Y
44,29 Apr 2019,2018-12-31,Final Dividend,13 Jun 2019,11 Jul 2019,0.04,Currency,View,6599,2018,Y
45,05 Apr 2022,2022-02-28,Special Dividend,06 Jul 2022,21 Jul 2022,0.05,Currency,View,5139,2022,Y
46,05 Apr 2022,2022-02-28,Final Dividend,06 Jul 2022,21 Jul 2022,0.15,Currency,View,5139,2022,Y
47,28 Sep 2021,2022-02-28,Interim Dividend,13 Oct 2021,03 Nov 2021,0.285,Currency,View,5139,2022,Y
48,08 Apr 2021,2021-02-28,Final Dividend,30 Jun 2021,15 Jul 2021,0.2,Currency,View,5139,2021,Y
49,29 Sep 2020,2021-02-28,Interim Dividend,14 Oct 2020,05 Nov 2020,0.092,Currency,View,5139,2021,Y
50,09 Apr 2020,2020-02-29,Final Dividend,01 Jul 2020,16 Jul 2020,0.14,Currency,View,5139,2020,Y
51,26 Sep 2019,2020-02-29,Interim Dividend,17 Oct 2019,07 Nov 2019,0.2225,Currency,View,5139,2020,Y
52,29 Apr 2019,2019-02-28,Final Dividend,03 Jul 2019,18 Jul 2019,0.2235,Currency,View,5139,2019,Y
53,04 Oct 2018,2019-02-28,Interim Dividend,16 Oct 2018,08 Nov 2018,0.2225,Currency,View,5139,2019,Y
54,27 Apr 2018,2018-02-28,Final Dividend,27 Jun 2018,19 Jul 2018,0.2,Currency,View,5139,2018,Y
55,05 Oct 2017,2018-02-28,Interim Dividend,17 Oct 2017,07 Nov 2017,0.2113,Currency,View,5139,2018,Y
56,15 Nov 2022,2022-12-31,Special Dividend (with Dividend Re-Investment Plan),30 Nov 2022,29 Dec 2022,0.1809,Currency,View,5185,2022,Y
57,15 Nov 2022,2022-12-31,Interim Dividend (with Dividend Re-Investment Plan),30 Nov 2022,29 Dec 2022,0.0453,Currency,View,5185,2022,Y
58,25 May 2022,2021-12-31,Final Dividend (with Dividend Re-Investment Plan),09 Jun 2022,07 Jul 2022,0.125,Currency,View,5185,2021,Y
59,09 Mar 2021,2020-12-31,Interim Dividend (with Dividend Re-Investment Plan),22 Mar 2021,19 Apr 2021,0.035,Currency,View,5185,2020,Y
60,28 Jul 2020,2019-12-31,Interim Dividend (with Dividend Re-Investment Plan),11 Aug 2020,09 Sep 2020,0.07,Currency,View,5185,2019,Y
61,10 Dec 2018,2018-12-31,Interim Dividend (with Dividend Re-Investment Plan),20 Dec 2018,22 Jan 2019,0.05,Currency,View,5185,2018,Y
62,30 Aug 2018,2018-12-31,Interim Dividend,26 Sep 2018,26 Oct 2018,0.01,Currency,View,7078,2018,Y
63,24 Nov 2020,2020-12-31,First Interim Dividend,10 Dec 2020,31 Dec 2020,0.0025,Currency,View,0209,2020,Y
64,26 Nov 2019,2019-12-31,Interim Dividend,10 Dec 2019,31 Dec 2019,0.0015,Currency,View,0209,2019,Y
65,03 Aug 2022,2022-03-31,First and Final Dividend,30 Aug 2022,28 Sep 2022,0.085,Currency,View,2658,2022,Y
66,17 Aug 2021,2021-03-31,First and Final Dividend,22 Sep 2021,22 Oct 2021,0.3825,Currency,View,2658,2021,Y
67,17 Aug 2020,2020-03-31,First and Final Dividend,01 Oct 2020,28 Oct 2020,0.493,Currency,View,2658,2020,Y
68,25 Jul 2019,2019-03-31,First and Final Dividend,30 Aug 2019,23 Sep 2019,0.47,Currency,View,2658,2019,Y
69,26 Jul 2018,2018-03-31,First and Final Dividend,29 Aug 2018,21 Sep 2018,0.465,Currency,View,2658,2018,Y
70,02 Feb 2023,2022-12-31,Income Distribution,16 Feb 2023,28 Feb 2023,0.021,Currency,View,5116,2022,Y
71,25 Nov 2022,2022-12-31,Income Distribution,15 Dec 2022,06 Jan 2023,0.02,Currency,View,5116,2022,Y
72,26 Aug 2022,2022-12-31,Income Distribution,19 Sep 2022,11 Oct 2022,0.02,Currency,View,5116,2022,Y
73,30 May 2022,2022-12-31,Income Distribution,16 Jun 2022,08 Jul 2022,0.02,Currency,View,5116,2022,Y
74,27 Jan 2022,2021-12-31,Income Distribution,11 Feb 2022,28 Feb 2022,0.018,Currency,View,5116,2021,Y
75,26 Nov 2021,2021-12-31,Income Distribution,23 Dec 2021,20 Jan 2022,0.02,Currency,View,5116,2021,Y
76,26 Aug 2021,2021-12-31,Income Distribution,24 Sep 2021,22 Oct 2021,0.02,Currency,View,5116,2021,Y
77,28 May 2021,2021-12-31,Income Distribution,25 Jun 2021,16 Jul 2021,0.02,Currency,View,5116,2021,Y
78,26 Jan 2021,2020-12-31,Income Distribution,11 Feb 2021,26 Feb 2021,0.0345,Currency,View,5116,2020,Y
79,23 Oct 2020,2020-12-31,Income Distribution,12 Nov 2020,04 Dec 2020,0.013,Currency,View,5116,2020,Y
80,28 Aug 2020,2020-12-31,Income Distribution,17 Sep 2020,12 Oct 2020,0.0206,Currency,View,5116,2020,Y
81,31 Jan 2020,2019-12-31,Income Distribution,14 Feb 2020,28 Feb 2020,0.0202,Currency,View,5116,2019,Y
82,21 Nov 2019,2019-12-31,Income Distribution,11 Dec 2019,10 Jan 2020,0.0196,Currency,View,5116,2019,Y
83,30 Aug 2019,2019-12-31,Income Distribution,23 Sep 2019,17 Oct 2019,0.0186,Currency,View,5116,2019,Y
84,29 May 2019,2019-12-31,Income Distribution,17 Jun 2019,12 Jul 2019,0.0191,Currency,View,5116,2019,Y
85,30 Jan 2019,2018-12-31,Income Distribution,14 Feb 2019,28 Feb 2019,0.0207,Currency,View,5116,2018,Y
86,30 Nov 2018,2018-12-31,Income Distribution,17 Dec 2018,14 Jan 2019,0.0193,Currency,View,5116,2018,Y
87,29 Aug 2018,2018-12-31,Income Distribution,18 Sep 2018,19 Oct 2018,0.0195,Currency,View,5116,2018,Y
88,24 May 2018,2018-12-31,Income Distribution,13 Jun 2018,09 Jul 2018,0.0175,Currency,View,5116,2018,Y
89,26 Apr 2022,2021-12-31,First and Final Dividend,12 Jul 2022,29 Jul 2022,0.025,Currency,View,2674,2021,Y
90,31 May 2022,2022-03-31,Interim Dividend,16 Jun 2022,30 Jun 2022,0.102,Currency,View,2488,2022,Y
91,26 Nov 2021,2022-03-31,Interim Dividend,14 Dec 2021,30 Dec 2021,0.083,Currency,View,2488,2022,Y
92,31 May 2021,2021-03-31,Interim Dividend,16 Jun 2021,30 Jun 2021,0.0579,Currency,View,2488,2021,Y
93,27 Nov 2019,2020-03-31,First Interim Dividend,12 Dec 2019,30 Dec 2019,0.06,Currency,View,2488,2020,Y
94,29 May 2019,2019-03-31,Second interim dividend,17 Jun 2019,27 Jun 2019,0.082,Currency,View,2488,2019,Y
95,29 Nov 2018,2019-03-31,First Interim Dividend,14 Dec 2018,28 Dec 2018,0.085,Currency,View,2488,2019,Y
96,31 May 2018,2018-03-31,Second interim dividend,18 Jun 2018,28 Jun 2018,0.068,Currency,View,2488,2018,Y
97,30 Nov 2017,2018-03-31,First Interim Dividend,15 Dec 2017,28 Dec 2017,0.085,Currency,View,2488,2018,Y
98,06 Jan 2023,2022-12-31,Interim Dividend,25 Jan 2023,17 Feb 2023,0.69,Currency,View,1163,2022,Y
99,28 Jun 2022,2022-12-31,Interim Dividend,18 Jul 2022,05 Aug 2022,0.16,Currency,View,1163,2022,Y
100,12 Jan 2022,2021-12-31,Interim Dividend,27 Jan 2022,18 Feb 2022,0.63,Currency,View,1163,2021,Y
101,08 Jan 2021,2020-12-31,Interim Dividend,25 Jan 2021,18 Feb 2021,0.58,Currency,View,1163,2020,Y
102,10 Jan 2020,2019-12-31,Interim Dividend,24 Jan 2020,14 Feb 2020,0.51,Currency,View,1163,2019,Y
103,10 Jan 2020,2019-12-31,Special Dividend,24 Jan 2020,14 Feb 2020,0.14,Currency,View,1163,2019,Y
104,03 Jan 2019,2018-12-31,Interim Dividend,23 Jan 2019,15 Feb 2019,0.4,Currency,View,1163,2018,Y
105,23 Feb 2022,2022-06-30,First Interim Dividend,22 Mar 2022,07 Apr 2022,0.0062,Currency,View,03051,2022,Y
106,02 Feb 2023,2022-12-31,Income Distribution,16 Feb 2023,28 Feb 2023,0.015,Currency,View,5269,2022,Y
107,25 Nov 2022,2022-12-31,Income Distribution,15 Dec 2022,06 Jan 2023,0.005,Currency,View,5269,2022,Y
108,26 Aug 2022,2022-12-31,Income Distribution,19 Sep 2022,11 Oct 2022,0.005,Currency,View,5269,2022,Y
109,27 Jan 2022,2021-12-31,Income Distribution,11 Feb 2022,28 Feb 2022,0.018,Currency,View,5269,2021,Y
110,26 Nov 2021,2021-12-31,Income Distribution,23 Dec 2021,20 Jan 2022,0.005,Currency,View,5269,2021,Y
111,26 Jan 2021,2020-12-31,Income Distribution,11 Feb 2021,26 Feb 2021,0.0122,Currency,View,5269,2020,Y
112,11 Mar 2020,2020-12-31,Income Distribution,24 Mar 2020,15 Apr 2020,0.0086,Currency,View,5269,2020,Y
113,31 Jan 2020,2019-12-31,Income Distribution,14 Feb 2020,28 Feb 2020,0.0141,Currency,View,5269,2019,Y
114,21 Nov 2019,2019-12-31,Income Distribution,11 Dec 2019,10 Jan 2020,0.0107,Currency,View,5269,2019,Y
115,30 Aug 2019,2019-12-31,Income Distribution,23 Sep 2019,17 Oct 2019,0.0109,Currency,View,5269,2019,Y
116,29 May 2019,2019-12-31,Income Distribution,17 Jun 2019,12 Jul 2019,0.0118,Currency,View,5269,2019,Y
117,30 Jan 2019,2018-12-31,Income Distribution,14 Feb 2019,28 Feb 2019,0.0235,Currency,View,5269,2018,Y
118,30 Nov 2018,2018-12-31,Income Distribution,17 Dec 2018,14 Jan 2019,0.01,Currency,View,5269,2018,Y
119,29 Aug 2018,2018-12-31,Income Distribution,18 Sep 2018,19 Oct 2018,0.01,Currency,View,5269,2018,Y
120,24 May 2018,2018-12-31,Income Distribution,13 Jun 2018,09 Jul 2018,0.01,Currency,View,5269,2018,Y
121,25 Aug 2022,2022-12-31,Income Distribution,09 Sep 2022,11 Oct 2022,0.0164,Currency,View,5127,2022,Y
122,08 Mar 2022,2021-12-31,Income Distribution,16 Mar 2022,13 Apr 2022,0.0221,Currency,View,5127,2021,Y
123,30 Aug 2021,2021-12-31,Income Distribution,13 Sep 2021,13 Oct 2021,0.0281,Currency,View,5127,2021,Y
124,01 Mar 2021,2020-12-31,Income Distribution,16 Mar 2021,12 Apr 2021,0.0289,Currency,View,5127,2020,Y
125,21 Aug 2020,2020-12-31,Income Distribution,07 Sep 2020,02 Oct 2020,0.022,Currency,View,5127,2020,Y
126,10 Feb 2020,2019-12-31,Income Distribution,06 Mar 2020,03 Apr 2020,0.017,Currency,View,5127,2019,Y
127,25 Nov 2019,2019-12-31,Income Distribution,11 Dec 2019,10 Jan 2020,0.015,Currency,View,5127,2019,Y
128,30 Aug 2019,2019-12-31,Income Distribution,18 Sep 2019,18 Oct 2019,0.015,Currency,View,5127,2019,Y
129,24 May 2019,2019-12-31,Income Distribution,14 Jun 2019,12 Jul 2019,0.015,Currency,View,5127,2019,Y
130,14 Feb 2019,2018-12-31,Income Distribution,13 Mar 2019,12 Apr 2019,0.0145,Currency,View,5127,2018,Y
131,29 Nov 2018,2018-12-31,Income Distribution,13 Dec 2018,11 Jan 2019,0.0135,Currency,View,5127,2018,Y
132,30 Aug 2018,2018-12-31,Income Distribution,14 Sep 2018,12 Oct 2018,0.0193,Currency,View,5127,2018,Y
133,30 May 2018,2018-12-31,Income Distribution,19 Jun 2018,13 Jul 2018,0.0135,Currency,View,5127,2018,Y
134,26 May 2022,2022-03-31,Interim Dividend,15 Jun 2022,07 Jul 2022,0.025,Currency,View,5293,2022,Y
135,27 May 2021,2021-03-31,Interim Dividend,16 Jun 2021,08 Jul 2021,0.04,Currency,View,5293,2021,Y
136,25 Jun 2020,2020-03-31,Interim Dividend,29 Jul 2020,18 Aug 2020,0.03,Currency,View,5293,2020,Y
137,26 Apr 2022,2022-03-31,Income Distribution,17 May 2022,31 May 2022,0.0193,Currency,View,5120,2022,Y
138,24 Nov 2021,2022-03-31,Income Distribution,10 Dec 2021,29 Dec 2021,0.0109,Currency,View,5120,2022,Y
139,19 Apr 2021,2021-03-31,Income Distribution,06 May 2021,27 May 2021,0.0142,Currency,View,5120,2021,Y
140,20 Nov 2020,2021-03-31,Income Distribution,08 Dec 2020,28 Dec 2020,0.014,Currency,View,5120,2021,Y
141,18 May 2020,2020-03-31,Income Distribution,04 Jun 2020,25 Jun 2020,0.0149,Currency,View,5120,2020,Y
142,15 Nov 2019,2020-03-31,Income Distribution,03 Dec 2019,20 Dec 2019,0.0186,Currency,View,5120,2020,Y
143,29 Apr 2019,2019-03-31,Income Distribution,09 May 2019,29 May 2019,0.0213,Currency,View,5120,2019,Y
144,15 Nov 2018,2019-03-31,Income Distribution,03 Dec 2018,21 Dec 2018,0.0187,Currency,View,5120,2019,Y
145,10 May 2018,2018-03-31,Income Distribution,07 May 2018,25 May 2018,0.0208,Currency,View,5120,2018,Y
146,21 Nov 2017,2018-03-31,Income Distribution,05 Dec 2017,21 Dec 2017,0.0212,Currency,View,5120,2018,Y
147,03 Oct 2022,2022-03-31,Final Dividend,11 Oct 2022,21 Oct 2022,0.004,Currency,View,03011,2022,Y
148,02 Aug 2021,2022-03-31,Interim Dividend,17 Aug 2021,30 Aug 2021,0.002,Currency,View,03011,2022,Y
149,03 Jun 2022,2022-03-31,Final Dividend,20 Jun 2022,06 Jul 2022,0.05,Currency,View,1015,2022,Y
150,29 Jun 2020,2020-03-31,Final Dividend,16 Jul 2020,30 Jul 2020,0.073,Currency,View,1015,2020,Y
151,29 Nov 2019,2020-03-31,Interim Dividend,13 Dec 2019,27 Dec 2019,0.06,Currency,View,1015,2020,Y
152,12 Jun 2019,2019-03-31,Final Dividend,25 Jun 2019,05 Jul 2019,0.15,Currency,View,1015,2019,Y
153,22 Nov 2018,2019-03-31,Interim Dividend,13 Dec 2018,28 Dec 2018,0.05,Currency,View,1015,2019,Y
154,28 Jun 2018,2018-03-31,Final Dividend,09 Aug 2018,28 Aug 2018,0.1,Currency,View,1015,2018,Y
155,28 Nov 2017,2018-03-31,Interim Dividend,13 Dec 2017,28 Dec 2017,0.05,Currency,View,1015,2018,Y
156,16 Nov 2022,2022-12-31,Interim Dividend,05 Dec 2022,16 Dec 2022,0.05,Currency,View,6351,2022,Y
157,24 Aug 2022,2022-12-31,Interim Dividend,09 Sep 2022,23 Sep 2022,0.05,Currency,View,6351,2022,Y
158,25 May 2022,2022-12-31,Interim Dividend,10 Jun 2022,24 Jun 2022,0.05,Currency,View,6351,2022,Y
159,23 Feb 2022,2021-12-31,Interim Dividend,10 Mar 2022,25 Mar 2022,0.09,Currency,View,6351,2021,Y
160,02 Dec 2021,2021-12-31,Interim Dividend,02 Dec 2021,17 Dec 2021,0.05,Currency,View,6351,2021,Y
161,25 Aug 2021,2021-12-31,Interim Dividend,10 Sep 2021,27 Sep 2021,0.05,Currency,View,6351,2021,Y
162,25 May 2021,2021-12-31,Interim Dividend,10 Jun 2021,25 Jun 2021,0.05,Currency,View,6351,2021,Y
163,24 Feb 2021,2020-12-31,Interim Dividend,11 Mar 2021,26 Mar 2021,0.125,Currency,View,6351,2020,Y
164,18 Nov 2020,2020-12-31,Third Interim Dividend,04 Dec 2020,18 Dec 2020,0.05,Currency,View,6351,2020,Y
165,19 Aug 2020,2020-12-31,Second Interim Dividend,04 Sep 2020,24 Sep 2020,0.05,Currency,View,6351,2020,Y
166,23 Jun 2020,2020-12-31,First Interim Dividend,07 Jul 2020,24 Jul 2020,0.05,Currency,View,6351,2020,Y
167,26 Feb 2020,2019-12-31,Interim Dividend,13 Mar 2020,27 Mar 2020,0.125,Currency,View,6351,2019,Y
168,20 Nov 2019,2019-12-31,Interim Dividend,06 Dec 2019,20 Dec 2019,0.05,Currency,View,6351,2019,Y
169,21 Aug 2019,2019-12-31,Second interim dividend,10 Sep 2019,26 Sep 2019,0.05,Currency,View,6351,2019,Y
170,29 May 2019,2019-12-31,First Interim Dividend,18 Jun 2019,04 Jul 2019,0.05,Currency,View,6351,2019,Y
171,26 Feb 2019,2018-12-31,Interim Dividend,13 Mar 2019,26 Mar 2019,0.125,Currency,View,6351,2018,Y
172,14 Nov 2018,2018-12-31,Interim Dividend,28 Nov 2018,12 Dec 2018,0.05,Currency,View,6351,2018,Y
173,20 Aug 2018,2018-12-31,Second interim dividend,04 Sep 2018,19 Sep 2018,0.05,Currency,View,6351,2018,Y
174,16 May 2018,2018-12-31,First Interim Dividend,30 May 2018,13 Jun 2018,0.05,Currency,View,6351,2018,Y
175,28 Jan 2022,2022-04-30,Interim Dividend,24 Feb 2022,11 Mar 2022,0.02,Currency,View,7083,2022,Y
176,29 Jan 2021,2021-04-30,Interim Dividend,24 Feb 2021,12 Mar 2021,0.02,Currency,View,7083,2021,Y
177,31 Jan 2020,2020-04-30,Interim Dividend,27 Feb 2020,13 Mar 2020,0.02,Currency,View,7083,2020,Y
178,29 Jan 2019,2019-04-30,Interim Dividend,26 Feb 2019,15 Mar 2019,0.02,Currency,View,7083,2019,Y
179,02 Feb 2018,2018-04-30,Interim Dividend,21 Feb 2018,15 Mar 2018,0.01,Currency,View,7083,2018,Y
180,28 Feb 2022,2021-12-31,Second Interim Dividend,28 Apr 2022,27 May 2022,0.06,Currency,View,6556,2021,Y
181,26 Aug 2021,2021-12-31,First Interim Dividend,14 Sep 2021,14 Oct 2021,0.06,Currency,View,6556,2021,Y
182,29 Apr 2019,2018-12-31,Others,07 May 2019,24 May 2019,0.06,Currency,View,6556,2018,Y
183,27 Aug 2018,2018-12-31,Interim Dividend,07 Sep 2018,27 Sep 2018,0.06,Currency,View,6556,2018,Y
184,15 Aug 2022,2022-09-30,First Interim Dividend,30 Aug 2022,15 Sep 2022,0.1,Currency,View,5568,2022,Y
185,21 Feb 2022,2021-12-31,Special Dividend,21 Mar 2022,06 Apr 2022,0.09,Currency,View,5088,2021,Y
186,21 Feb 2022,2021-12-31,Interim Dividend,21 Mar 2022,06 Apr 2022,0.01,Currency,View,5088,2021,Y
187,29 Nov 2021,2021-12-31,Interim Dividend,13 Dec 2021,28 Dec 2021,0.01,Currency,View,5088,2021,Y
188,20 Aug 2021,2021-12-31,Interim Dividend,08 Sep 2021,30 Sep 2021,0.01,Currency,View,5088,2021,Y
189,21 May 2021,2021-12-31,Interim Dividend,09 Jun 2021,30 Jun 2021,0.01,Currency,View,5088,2021,Y
190,29 May 2019,2019-12-31,Interim Dividend,17 Jun 2019,08 Jul 2019,0.02,Currency,View,5088,2019,Y
191,16 Aug 2022,2022-12-31,Interim Dividend,05 Sep 2022,15 Sep 2022,0.03,Currency,View,7090,2022,Y
192,23 Feb 2022,2021-12-31,Special Dividend,01 Jun 2022,16 Jun 2022,0.06,Currency,View,7090,2021,Y
193,23 Feb 2022,2021-12-31,Final Dividend,01 Jun 2022,16 Jun 2022,0.03,Currency,View,7090,2021,Y
194,19 Aug 2021,2021-12-31,Interim Dividend,03 Sep 2021,15 Sep 2021,0.025,Currency,View,7090,2021,Y
195,25 Feb 2021,2020-12-31,Final Dividend,01 Jun 2021,16 Jun 2021,0.028,Currency,View,7090,2020,Y
196,26 Aug 2020,2020-12-31,Interim Dividend,11 Sep 2020,30 Sep 2020,0.017,Currency,View,7090,2020,Y
197,14 Apr 2020,2019-12-31,Second Interim Dividend,01 Jun 2020,16 Jun 2020,0.02,Currency,View,7090,2019,Y
198,21 Aug 2019,2019-12-31,Interim Dividend,11 Sep 2019,30 Sep 2019,0.017,Currency,View,7090,2019,Y
199,29 Apr 2019,2018-12-31,Final Dividend,31 May 2019,14 Jun 2019,0.07,Currency,View,7090,2018,Y
200,16 Aug 2018,2018-12-31,Interim Dividend,12 Sep 2018,28 Sep 2018,0.065,Currency,View,7090,2018,Y
201,21 Nov 2022,2022-12-31,Interim Dividend,07 Dec 2022,21 Dec 2022,0.07,Currency,View,5015,2022,Y
202,25 Feb 2022,2021-12-31,Final Dividend,12 Apr 2022,11 May 2022,0.07,Currency,View,5015,2021,Y
203,28 Apr 2021,2020-12-31,Final Dividend,09 Jun 2021,24 Jun 2021,0.07,Currency,View,5015,2020,Y
204,22 Jun 2020,2019-12-31,Final Dividend,12 Aug 2020,26 Aug 2020,0.05,Currency,View,5015,2019,Y
205,27 Aug 2019,2019-12-31,Interim Dividend,18 Sep 2019,08 Oct 2019,0.05,Currency,View,5015,2019,Y
206,29 Apr 2019,2018-12-31,Final Dividend,11 Jun 2019,26 Jun 2019,0.07,Currency,View,5015,2018,Y
207,29 Aug 2018,2018-12-31,Interim Dividend,18 Sep 2018,08 Oct 2018,0.05,Currency,View,5015,2018,Y
208,24 Jun 2022,2022-04-30,First and Final Dividend,14 Dec 2022,11 Jan 2023,0.15,Currency,View,6432,2022,Y
209,29 Jun 2021,2021-04-30,Final Dividend,14 Dec 2021,12 Jan 2022,0.25,Currency,View,6432,2021,Y
210,27 Nov 2020,2021-04-30,First Interim Dividend,10 Dec 2020,08 Jan 2021,0.1,Currency,View,6432,2021,Y
211,27 Nov 2020,2020-04-30,First and Final Dividend,10 Dec 2020,08 Jan 2021,0.2,Currency,View,6432,2020,Y
212,27 Jun 2019,2019-04-30,First and Final Dividend,11 Dec 2019,08 Jan 2020,0.2,Currency,View,6432,2019,Y
213,28 Jun 2018,2018-04-30,First and Final Dividend,10 Dec 2018,09 Jan 2019,0.2,Currency,View,6432,2018,Y
214,03 Nov 2022,2022-07-31,First and Final Dividend,08 Dec 2022,21 Dec 2022,0.0275,Currency,View,7214,2022,Y
215,03 Nov 2021,2021-07-31,First and Final Dividend,09 Dec 2021,22 Dec 2021,0.0225,Currency,View,7214,2021,Y
216,05 Nov 2020,2020-07-31,First and Final Dividend,10 Dec 2020,22 Dec 2020,0.02,Currency,View,7214,2020,Y
217,31 Oct 2019,2019-07-31,First and Final Dividend,05 Dec 2019,18 Dec 2019,0.025,Currency,View,7214,2019,Y
218,07 Nov 2018,2018-07-31,First and Final Dividend,13 Dec 2018,27 Dec 2018,0.0325,Currency,View,7214,2018,Y
219,25 May 2022,2022-03-31,Final Dividend,10 Jun 2022,28 Jun 2022,0.01,Currency,View,7722,2022,Y
220,30 Jun 2021,2021-03-31,Final Dividend,14 Jul 2021,30 Jul 2021,0.01,Currency,View,7722,2021,Y
